id,text_,rating
5354,"The same exact monitors I have at work, and I wanted to have the same ones for home use. They're amazing and it's like they're good as new.",5
5355,"This is a great monitor, software driver for adjustment is outstanding!",5
5356,"When it worked it was a good TV. However, every so often you'd have to ""reboot"" it: unplug from the wall socket, wait a couple of seconds, plug it back in... to get it to turn back on. Now, 3 years and 5 months after purchase, it won't turn on at all--it's turned into a doorstop.<br /><br />Meanwhile, old CRT TVs I have just keep running (with DTV adapter boxes) and running...",1
5357,"Great monitor for the price.  Infact, I bought 2.",5
5358,"This monitor is great. setup very easy - practically plug/play, just had to install the drivers. LOVE IT!",5
5359,"Freshly out of the box (and after turning off HDR mode, of course), I'm really liking my LG 27UK850-W.",5
5360,"this is a perfect monitor for my hp computer, its large enough  and i would recommend this for someone wanting a 23 in monitor at<br />a price.reasonable..",5
5361,Excellent monitor and you can overclock it to 75Hz.  The only downside is the response time of 5ms however overclocking your refresh rate makes it feel more responsive and overall  a great monitor.  I would not use this for FPS because there is a noticeable response time.  My wife loves it and everything is beautiful as it has a IPS screen.,5
5362,Bought 2 when the price dropped. Wonderful monitors. I love them.,5
5363,"Great viewing space, with no light reflection. Extremely thin with a tilt-able stand. Overall a great product!",5
5364,"They included a metallic screwdriver with the purchase of the monitor. Great resolution and materials are sturdy, not cheap plastic. Hands down one of the best budget monitors for less than 200. 165 refresh rate, too!!!",5
5365,Exactly what I needed for wfh. Easy set up. Works great on MacBook.,5
5366,"The Customer did not have any problems setting the monitor up and using it with his laptop.  There have been no follow up complaints, so it seems as though this is a great monitor to use!",5
5367,THIS IS THE SECOND COMPUTER SCREEN I PURCHASED SAME ISSUE WITH BOTH- STATIC BARS RUNNING THROUGH THE SCREEN (BOTH MONITORS SAME ISSUE) I HAVE ONLY HAD THIS FOR 3 DAYS AND ALREADY NOT WORKING...I DO NOT RECOMMEND THIS SCREEN....,1
5368,"I bought this monitor as a filler item. It was cheap, had two HDMI ports and 75hz. I had to get a replacement. With the first one, I had it for about a week, mounted, didn't touch it, or anything, and out of nowhere, it started flickering in the middle of working. I got a replacement that came in today. Took it out of the box hooked it up, and not even within the first 5 minutes, it started flickering as well.<br /><br />I know these came from two different locations, so it's sad to see that two of these monitors had the same exact defect. I'm just going to suck it up and buy a monitor worth getting.<br /><br />I am sending both of these back for a refund.",1
5369,"The curve is fun, the price isn’t bad. I just wish it had speakers. I have some plugged in but it’s a little bit of a hassle.",5
5370,Great product for the price. Bought two of them.,5
5371,Great picture quality.,5
5372,"Not a half bad monitor, the picture quality is pretty good, however the quality can be somewhat diminished because the monitor does not get very bright. If youre looking for top end performance, you're just not going to find it at this price point.<br />That being said, for the price, Pretty solid monitor",4
5373,I bought this to complete my emergency home office due to COVID-19.  The monitor is very nice and came with HDMI cord which is a plus.  Easy set up. It only took my boyfriend about 20-30 minutes to set up completely. Work like a charm. Would definitely recommend.,5
5374,The perfect work monitor.,5
5375,"I recently decided I needed a few more monitors for some of the things I use my computer for daily like trading stocks and gaming. My video card supports up to 4 and I was currently using 2, an Alienware for my main screen and a different hp that is the same size as these.<br /><br />It took me awhile to sift through monitors because I dont exactly need anything crazy but I also don't want something cheap. Lo and behold I found these finally at the low end of the cost spectrum and they work perfectly!<br /><br />I'm not going to tell you like the colors and hues are special or anything or brightness or darkness is crazy. All I can say is that they were plug and play, mounted very easily, and look great. I can use each monitor for anything I do if i want like playing a game or watching a movie or watching the stock market....or all at once!",5
5376,"An overall impressive monitor with several obvious flaws like BLB, contrast ratio, and lack of local dimming. For the price I paid for the monitor; I could purchase television sets with hdmi 2.1 compatibility.<br /><br />Only purchase this monitor if you have a pc with a GPU that's capable of outputting 4K 144Hz, otherwise.. PLEASE STAY CLEAR!",3
5377,"I upgraded from a 23"" flat screen to this 31.5 HD curved unit as well as to a new budget gaming desktop PC to take full advantage of this Acer's 2560 x1440 superb resolution.<br /><br />It took only moments after takeoff in FSX-SE to realize an incredible increase in my flight sim experience. The view outside the cockpit windshield seems wrap-around 'huge' and the quality and clarity is very great. I rather prefer the 16:9 aspect ratio than the Ultra-Wide screen pics I've studied. I do NOT play any of the online or stand alone Point and Shoot type of games, no interest in them, so I can only review based on Sim Flying. As such my review is 100% positive on this model Acer. A terrific match to MY realistic needs and budget. What more can I say? Well... Covid stimulus $$ comes in, Covid stimulus $$ goes out - lol  The best retirement bucks I've spent in the 6 years I've been out of the workforce.",5
5378,"Great monitor, but weak speakers. In fact, years later I'm still using it.",5
5379,"After reading through the reviews here and doing a lot of research, I decided I was willing to take a chance on this monitor. I was willing to risk getting one that had issues like some of the other reviews mentioned. However, what I didn't expect was the bait and switch from Amazon themselves.<br /><br />I purchased this monitor new. ""Sold and Shipped by Amazon,"" so I knew it wasn't coming from a third party. When it arrived, the branded Acer tape was already cut with generic tape over top of it. When I opened the box, the styrofoam was broken. When I pulled the parts out, the stand was dirty and smudged. The cables were smashed together in a random space in the sytrofoam. The manual wasn't even in the box. I wasn't very confident that the monitor was any good by this point.<br /><br />After putting it all together anyway, I found that this monitor did in fact have a problem that caused the entire right half of the screen to be covered in red lines, even without any display cable plugged in. Playing with the settings did nothing to help. So I returned the monitor, since it was defective. But the real surprise here for me was that Amazon is apparently accepting used/returned monitors and reselling them as ""new"" even though they KNOW that the units are defective.<br /><br />Whatever you do, do not buy this monitor from Amazon. Besides the issue that I returned it for, the monitor was great and definitely worth buying. If you want to risk getting a defective unit, at least do it through someone else who won't try to bait and switch you, like Amazon does.",1
5380,Sync good with my powercolor rx 590 and love how it has setting to change the way u want the screen to look and it has eye care which i love about it.  Worth the money,5
5381,"I waited two month for my review, but nothing changed, I am very satisfied with my purchase. I am using this monitor with a newer Thinkpad and also with by my early 2011 MacBook Pro. I was very sceptic my old MacBookPro would pick up the 3440x1440 on a Thunderbolt1 to HDMI adapter-but it works without issues. My setup: The Thinkpad is connected to the USB C port of the monitor, getting power from there as well, so no more power supply needed. My Logitec MX wireless keyboard and my Logitec Mouse are plugged in at the back of the monitor.  They both work well with the Mac. The Mac is connected to the monitor with a USB cable (supplied with the monitor) and an HDMI to Thunderbold 1 adapter.  With two buttons on the front of the monitor I can toggle between my Mac and my laptop. I don’t know how I ever worked on a smaller screen before. It is so nice to have multiple programs open without movings application windows arround. Killer-user-friendly on maps and Photoshop.",5
5382,Perfect view. Really high refresh rate. Comfortable looking monitor. Perfect price.,5
5383,Meh... okay small size but not good image. A little blurry... still expensive for what you get.,3
5384,"Love Samsung TVs and monitors.  Very well made, excellent color, and curved screen is WOW!  Setup is a breeze, but User's manual couldn't be read on DVD.  I had to go to Samsung site for it.  Make sure you use the exact model as listed on the back of monitor.  Amazing HD.",5
5385,Great! I hope: haven't used yer :),5
5386,Amazing colors and perfect for gaming,5
5387,"Bright as heck, but I use Hackervision in my browser so that takes care of that, mostly. BIG, excellent color, I did have to get a DVI to displayport connector because the HDMI connector would not work, but I think that is b/c my laptop does not have a video card, just the little video handler on the chip, whatever you call that. But since then no problems.",5
5388,"Love this monitor only thing I Don't like I should have got a 27"" instead",5
5389,Great monitor,5
5390,"I was under the impression it was going to be a used monitor, but it appeared to be a new one.  I am very pleased with it.",5
5391,I made a mistake - i did not examine this monitor display holder and the back of my monitors to see that the Dell monitor was not compatible with this display.  It was wasted money.  Waited to long to return.,2
5392,"This is my first ever 4K 21:9 Ultrawide monitor, this brand is one of the cheapest available and I am overall<br />happy with the monitor, it's been about 2 weeks use and so far no problems.<br /><br />Con -<br />On the Not so good side of the monitor I would say Viotek has to do a better job with the placement of the control buttons as they will put a strain in your arm everytime you use them.<br /><br />Update ( Jan 26, 2020 )  :  A little over 6 months now and the monitor is performing well. No dead pixels<br />and nothing of other problems. Quite pleased with the monitor overall and it's image quality as well.",4
5393,"Stylish, lightweight, very clear picture, arrived in Thailand from the US in three days, well packaged and easy to set up, recommended as a second screen whilst travelling, only just fits in my rucksack so check the dimensions carefully.",4
5394,Great screen and wide enough to work in 2 things in the same time.,5
5395,These monitors just didn’t work for me. They’re not bad just too small and lightweight for my liking. I also couldn’t get them to work properly with my laptop. I kept getting a 2 inch black bar on the left side of one of monitors. I had them for a few days but couldn’t get passed the fact that the picture was off center to the right and would cut off my document by two inches. I tried everything to get them to function properly but nothing worked. The monitors were returned and a refund was processed quickly.,2
5396,"I LOVE this monitor!!  The real estate, color rendering, sharpness and clarity is absolutely superb.",5
5397,"Edit: 11.23.2016, 1.5 months in.<br />I would like to add some of my findings so far. The nose discomfort issue was easy to solve, I just adjusted my head straps a bit and pulled them down in the back, this pulls them off of my nose and makes it way more comfortable. I ended up twisting the cables to make them act like a single cable. For the dust and hair on the screen I just stuck the little blower brush it came with up through the opening in the bottom for the eye adjustments and cleaned them off.<br /><br />The only con that remains is the largest one of them all, the tracking... It works great as long as you don't turn past 85 degrees in either direction. Once the front LEDs are no longer visible the tracking changes from positional to rotational (even though the side AND rear LEDs are still visible AND Razer advertises it as having 360 degree positional tracking). This shouldn't really be an issue but it is because of these bugs:<br />1. There is coasting, if you move your head quickly to around 90 degrees it can think you went roomscale and fly you out of the cockpit until you are 6 feet away from your seat, a few seconds after you look back it realizes where you are and puts you back in the airplane. The HDK2 calibration has helped and I think I have just adapted to slow down a little when turning through those areas that trigger it. I don't think about it anymore and it does not bother me but it does make tracking an enemy in a head on merge impossible without losing sight of him for about one second as you slow down through 90 degrees. I would love to see it fixed.<br /><br />2. You lose positional tracking at around 90 degrees. The accelerometers and gyroscopes still give you rotational tracking but there is a noticeable transition where you twitch into and out-of your positional location (leaning, ducking, zooming) while looking back and forth in a dogfight, for example.<br /><br />3. In DCS World (and a few others I have tried like Radial G) the software seems to put your POV directly on the LEDs. Imagine your eyeballs sticking 3-4 inches out of your face. Sitting in a tight cockpit and you turn your head, your eyeballs would smack into the glass and your view would &#34;swing&#34; instead of turn. This is what I get in DCS World. It isn't that bad and again, I feel a little trigonometry in the software could triangulate your eye position easily and set your POV correctly. On second thought it probably doesn't even need trig, just a table that says (If you are using these 3 LEDs for data, then the eyeballs are &#34;here&#34; (add or subtract &#34;x&#34; from the LED triangle coordinates). Disclaimer, I have no idea if the software uses three point triangles, I just know that is what is required to get enough information to do the job.<br /><br />4. There is yaw drift. As the software loses sight of the LEDs and reacquires them, errors build up on where straight and center is. After a few hours the system can think straight ahead is 45 degrees off to the side. Most games can recenter but that doesn't fix the fact that leaning forward gets read as moving 45 degrees off from straight forward. If it gets bad enough (straight is 90 degrees to your side) leaning forward will make your POV lean to the side.<br /><br />It is still great product, perfect if you don't plan on looking back past 90 degrees to either side (like maybe racing games) and it has all of the hardware required to fix the tracking, we just need some coders to help the Open Source community out and fix the software... I was told the fix was coming very soon when I purchased, then told soon, then told &#34;somewhat soon&#34;, now I haven't heard anything in a couple of weeks... Shouldn't this be Razers responsibility? Instead of 5 million for game development they should have put up a fund for rewarding tracking fixes...<br /><br />Original Review:<br />&#34;Words can not describe the experience&#34; is the best way to describe the experience but I will do my best with words. I have owned a Rift DK2 and used a Rift CV1 and can say that the screen is much better and clearer on the HDK2 vs either of those. The HDK2 has the same screen resolution and size as the Vive and CV1 but has a true RGB panel, that means 50% more subpixels and a better image for the same PC horsepower. It also has true/normal lenses that are adjustable, per eye!<br /><br />I played DCS World in VR for 4.5 hours last night. I just got my OSVR HDK2 in on Monday 10.10.2016. I updated the camera firmware (right click on the camera in &#34;Devices and Printers&#34; and click update firmware) and followed the directions for setup with my Nvidia GPU (GTX 1060) on YouTube. To find the directions, search YouTube for &#34;OSVR HDK 1.3, 1.4 & 2.0 Software Setup Tutorial&#34;. The video is by &#34;RTPC Mod Life&#34;. I had it running, with SteamVR, in 5 minutes (he also has a video for you AMD guys)! It is now consumer ready if you follow that guide, if that was holding you back you can buy it now.<br /><br />I fired up the campfire demo that comes with the runtime and it worked just fine. DCS World 1.5 standalone (non-steam version) started up correctly the first time with SteamVR running in the background, I would fully expect the steam version to work just as well. I loaded up a quick mission in the P-51 and I was THERE, in the cockpit, flipping switches and dogfighting a German, remembering how hard it is to check your six in (almost) real life from my Oculus DK2 days!<br /><br />It is AMAZING, if you have a VR device you NEED to fly this sim, and if you fly this sim you NEED to get a HDK2! If you ever looked at a military airplane and thought &#34;Cool&#34; then you need to get this headset and that sim (and a joystick). DCS World 1.5 is free and comes with 2 free planes, get the standalone version (from their website, not from steam) because they have huge sales on planes every season that the steam version doesn't. I could do things like; make amazing long range gun kills (in the P-51!), pick and hit THE SPOT on the enemy plane I wanted my bullets to hit just by &#34;feel&#34; (looking off to the side, not using the P-51 sight!), make buttery smooth landings on the center-line EVERY TIME, fly under bridges, fly between a towers guy wires with JUST enough room to fit a P-51 sideways, and other things that I couldn't do very well, or at all, on a monitor! I don't have just any monitor either, I have a 110 inch HD projector with TrackIr and all that, it doesn't get used for DCS anymore! Flying with the HDK2 is VERY close to the real thing, I would know, I am a pilot. You can tell exactly where the ground is, anyone that has played a flight sim on a monitor has flared for landing and then been surprised by the 15 foot drop down to the runway they thought was only inches below. This doesn't happen in VR. Pointing the plane in the direction of travel over the ground for landing is very natural feeling and easy now. It is much harder to overshoot your enemy too, the speed difference and distance is so easy to judge it shouldn't be called judging, you just see it.<br /><br />I am running on a very old motherboard/CPU/RAM with a new GTX 1060 SC. I have an old, gen one, i7 920 OCed to 3.8 Ghz, 12 Gb DDR3, and some SSDs. DCS World runs well at VR settings with shadows set to low, I get 30-120 FPS, average is around 45-60 near a city with some smoke and burning craters made by my enemies' planes. I do not feel any motion sickness and only notice judder below 35 FPS, and it still isn't bad. DCS World is hard on a single core, my old i7 struggles there, the overclock helps but I am CPU limited in this sim. I run the sim at it's recommended VR settings and use 1.8 pixel density with 2x AA and 2x AF, it looks great! The gauges are readable and spotting enemies during a dogfight is a non-issue. Spotting in the distance is difficult still though.<br /><br />There are some CONs. The plastic eye pieces can rest on the bridge of your nose, I might need to pad those, it caused a little discomfort after a few hours. The cables are a mess, I will get some conduit or something to make it more like a single wire and cut down on tangles. I have rudder pedals and a joystick that add to the normal wire mess (KB + mouse) for me.<br /><br />The headset came with 2 spots of what looks like dirt on the screen, one is pretty large (the size of a cockpit button!), and a hair on the screen. I will try an air duster but might need to disassemble to get rid of them, not happy about that. The positional tracking gets off (but rotational tracking keeps working fine) when you look past 90 degrees and there was some yaw drift that was pretty bad on day one (i thought about returning it) but steam did a SteamVR update that almost completely solved those problems on the morning of day 2. The headset does have LEDs on the back so there should be no problem updating the software to give full 360 degree position and rotational tracking with the current hardware. Being open source I could try using my TrackIr along side the HDK2's tracker for better tracking past 90 degrees. I could use my little brother's old kinect to set up room scale with limb tracking too and I have a bunch of wii motes laying around somewhere for hand tracking... I will update this review as time goes on, I have only played DCS so far and it is well worth the money for that game alone! Even with the CONs I give it 5 stars and for the price, it is the obvious choice, especially for seated experiences. A little more improvement in the tracking software, a strip of nose padding foam, and I would call it perfect!",1
5398,I ordered for my husband for a Christmas gift because we recently moved and his other monitor broke...Great product just had wished that it came in an unmarked box. When delivered it was just in the original computer box so when it was delivered my husband found out what it was. But overall its a great product,5
5399,"Great resolution, crisp and clean",5
5400,"I have been looking for portable monitor for long time and decided to buy this one. This is really slim, easy to carry ,comes with different cable and nice cover that works as a stand",5
5401,"Just got a few of these in at the office and I'm quite impressed at the value here. I've got mine hooked up to a retina Macbook Pro, and the colors look very fresh on the Apple RGB mode. While I'm no expert on color since I am not a designer of any kind, I am a developer and I do implement a lot of designs. Having decent color recreation on a monitor is very important in the Mobile App industry.<br /><br />The resolution is also great, 1440p. I ran some screen checks for dead/stuck pixels, none so far.",5
5402,"I bought this to replace a disappointing HP 27Q (which turned out to be TN and had very grainy or sparkly anti glare coating). The 32Q was the same price at the brick & mortar store but is significantly better. Out of the box there's a green color cast which is why I didn't buy it in the first place, but turning green down to 240 and leaving red/blue at 255 resulted in accurate color. With that 255/240/255 setting, I calibrated the 32Q using a Spyder 5 Pro and ended up with only a slight change and 100% SRGB coverage. It's close enough that I disabled the calibration. The 32 inch size is perfectly matched to the 2560x1440 resolution, as long as you can place it about 3 feet from your eyes. For a small desk, a smaller monitor would be better.",4
5403,Ordered the gn27c on April 3rd and received April 5th. Overall quality is on par with bigger brand names. Colors are accurate and the at 27&#34; size you get great screen real estate but still being very crisp. The stand is well made and the display doesn't wobble which is something my old monitor had a problem with.<br />Gaming on it has been great. Visuals are nice and gameplay is smooth with fast paced shooters and still great for slower games.<br />The only issue I have with is I have 5 dead pixels. 3 towards the middle of the screen and too at the bottom. Some are more noticeable than others.<br />The only things I would change would be adding a clip or two to the back of the stand to manage cables from the monitor and maybe a headset hanger.<br />Glad I took a chance with the company and would definitely buy anyother one in the future if I was going mulitmonitor of needed another for something else.,4
5404,"This monitor is awesome.  I own 2 of them.  It’s not a high performance gaming monitor but simply awesome for basic web surfing, email, social media,  and word processing.  My one piece of advice is to check prices on it daily.  It fluctuates dramatically.  You should be able to buy it at around $125.  Be patient and buy it when it hits that price point.",5
5405,"I had an older version of this same monitor that lasted from like 2017ish to now at the end of 2022 and it was great. The port on mine finally broke while I was readjusting how I had my monitors and accidentally pulled the cord at an awkward angle while it was connected. This updated version is basically the same exact monitor; however, they finally added a way to mount this thing on the back which was super annoying to deal with on the last model. They moved the brightness buttons from the side to the front which is a great improvement. It was so annoying trying to adjust it when they were hidden on the side where you couldn't see them. However, the monitor still doesn't remember its last brightness setting so you'll have to adjust it every single time you turn it on which is a bummer. There is actually a 2nd port on this monitor that isn't mentioned anywhere. It's a regular micro-usb port and you can use it to give the monitor more power if the bigger micro-usb connection doesn't supply enough. That's a really good addition but I have no proof that it actually helps. The reason I knocked off 2 stars is because I have it connected the same way I had the last one connected and I even added the extra juice with the 2nd port but it cuts in and out very often to the point that it's basically unusable. I haven't figured out why it's doing it yet. I'm going to try to use different ports to see if it'll help. Also, if I turn the brightness up all the way it immediately turns off every time. I have this thing connected to an external usb hub that's powered and I'm also using the extra port that should provide additional power. We'll see if I can figure it out I guess. Okay bye",3
5406,"My previous monitor, a 19-inch Viewsonic, gave up the ghost in August.  I needed a new monitor, and I wanted the new monitor to be a little larger, but not too large.  After searching in local stores and finding options that cost a lot more, I would call this one a good value for the money.  There probably are other monitors way more expensive than this and with exquisite resolution, but for my purposes I probably could not tell the difference anyway.  I rated it four stars rather than five because of the stand, which tilts the monitor slightly downward, leaving a lousy viewing angle.  Several other people mentioned issues with that as well, and I solved it placing a book under the stand as others mentioned.  Plus, the pieces of the stand did NOT fit together or to the monitor easily or intuitively, there was nothing in the instructions online about putting together the stand, and the illustration sheet with the monitor was no help at all.  As for the monitor itself, it is large enough for my needs, the picture is good enough, and the price was decent, which was important at the time I bought it as I was unemployed.",4
5407,"Like so many of us, beginning in mid-March, I began working from home.  At work, I had two monitors.  After the first day of working at home, I saw how much of a handicap working with one monitor was going to be so I began looking for a second.  I remember the Viewsonic name from reading computer magazines going back to the '90's.  It seemed to be reasonably priced.  I bought it, set it up, and sure enough, it has markedly improved my work-at-home experience.  I would reiterate what many reviewers have stated and that is the speakers are worse than abysmal.  Really, they sound so awfully tinny, Viewsonic should not have even bothered.  Other than that, it's a great value for the money.",4
5408,This monitor is horrible. I have a black shadow in the top right corner and it's not even bright as a LED should be.,1
5409,Xbox user here. This display only supports 60fps via hdmi! Also it came shipped with a lot of ghosting on the screen. Looks like a burned in image of a cloud. Sending it back. The quality of looks was terrible!,1
5410,Very nice for the games i play,5
5411,Works great with a macbook air once you get a mini displayport cable. I have mine setup next to a 27&#34; iMac and the visual quality is comparable to me.,5
5412,"I bought this monitor for use with Revit on my Macbook Pro 2021 (via Parallels). I was worried about its compatibility with the M1 chip, based on some of these reviews. But thanks to other reviews, I learned that you just need the right cable: it's got to be USB-C to DP, not HDMI. I bought this Uni ""Thunderbolt 3 to DisplayPort"" cable and everything is working great!<br />https://www.amazon.com/dp/B07CL31FR6?psc=1&ref=ppx_yo2ov_dt_b_product_details<br />**I had no incentive to mention this specific product, and I'm not being compensated for my review in any way. I only mention it in case it's helpful to other Mac users out there.<br /><br />The only downside is that I can't run the monitor at full resolution, because Revit freezes every time I try to view my work in 3D. So I have the monitor scaled to 2560 x 1440 and Revit works just fine.",5
5413,"Its so good. Light, not heating up, very clear pictures, no lags",5
5414,"Parents monitor went out so had to think fast and find an affordable one. This is the bang for your buck. Great size, not too big not too small. I would recommend this, even for gamers.",5
5415,"Purchased three for triple set up.  Very good price for a monitor of this size and quality.  I do a lot of spreadsheet and document work and the reduced blue light mode is extremely helpful.  No stuck pixels which is very good with 3 monitors.  A few years back when I first did a tri-monitor set up, I had difficulty purchasing 3 with no issues (different brands, not BenQ).  Unpacking and assembly super easy.  I really like the size.  I was a fan of the now defunct 30&#34; 16:10 monitors, but perceived a big loss of vertical real estate with 30&#34; 16:9.  Definitely not an issue with these guys. Stand quality is high; I saw in another review or two that monitors were a bit wobbly when typing, which made me hesitate buying.  I am very gratified to say the three I have are rock solid.  Tilt, rotation and height all work well.  My desk is very solid and stable so do not know if the issues other people have had are rooted in less stable surfaces.  I type pretty hard too...<br /><br />Fit and finish is tight, edges are thin and perfect for tri-monitor set up.  Just set them up today but barring future issues I would highly recommend this product.",5
5416,"This is a warning to anyone considering this monitor - Turn around now and go the other direction. This is a scam. The price looked too good to be true, and it was. I purchased this monitor as new. I received a refurb monitor in fair condition. Cosmetic scratches. This monitor does come with instructions, handily printed in every language except English. This monitor does not include a power supply. This monitor does not include a cable to hook to your computer. This monitor does not include a DVI port.<br /><br />I had a spare HDMI cable when I received this monitor, and was able to power it with a cord from another device (it uses a standard CPU power cable). HDMI does not function. Both computers I tried it on found an audio driver and were able to play audio through the monitor. Neither were able to provide video. I went out and purchased a VGA cable and a DP cable. Neither one were able to provide video. These monitors are being sent out used, not new, and in the case of mine, dead on arrival.",1
5417,great!,4
5418,"Got this for my father-in-law's laptop so he could see his computer work better. We were all very impressed with the quality of the screen, particularly at the screen image for how thin and lightweight it was. He LOVES it. My mother-in-law loves it too, as it also doesn't take up as much space as she feared it would. Great image, compact device, great price, and very easy to set up.",5
5419,"I don't use this for gaming,  but I travel for business with a Surface Pro, and this allows me to view a larger screen for my coding,  and spreadsheet work.  Love it.  It fits into my laptop backpack, with my computer.",5
5420,Amazing product!,5
5421,"One of the best purchase decisions I've ever made! I love this, especially when I have to travel for work!",5
5422,"Such a crisp and sharp image, I love it. And it's all screen, not a lot of wasted edge border. My games look amazing !!! Did I say I loved it?",5
5423,"I bought this as a replacement to the MSI MPG27CQ. I was a little worried as it is quite a bit cheaper than the competition as far as curved VA panels go and didn't include freesync.<br /><br />So far so good though! Picture right out of the box is pretty washed out, took a little tinkering to get it to pop, but it looks great. I started with RTS mode and adjusted from there as I thought that looked the best of the options available to me (outside of custom). I haven't noticed any stuck/dead pixels or any weird smudges (yet) which is a good sign. I was unable to find any information regarding sRGB, but can confirm its an 8-bit panel.<br /><br />The stand is cheap compared to others I've had, but I assume that's what you get for a lower priced monitor. It isn't adjustable in height or horizontally and its pure plastic. It is sturdy enough I don't have any wobble when I'm typing or playing a video game. My stand does have a slightly downward tilt to it though, which is bothersome because its at just the right height to match my eyes. I'll probably have to replace the stand with a third party stand in the future.",4
5424,"I've had this product for about one month.  I bought two of them and both arrived without any dead pixels.  However, one of the monitors was defective for reasons that the customer support team could not troubleshoot.  The issue was the monitor was unable to change any of the display settings (view modes).  The customer support team even had me try out their ELITE display controller software to attempt to change the display settings.<br /><br />The ELITE display controller download for the software isn't recognized by Windows 10 as a trusted source - so you have to really force Windows to install the program.  Once installed - you can only control one monitor at a time - so you have to:<br /><br />Step1) Unplug the second monitor from GPU, then change the settings of the one still plugged in.<br />Step 2) Unplug the first monitor and then plug in the second and then change its settings...<br />Step 3) Plug in the first monitor and hope the settings stayed the same.<br /><br />It's really a terrible piece of software... how do you not account for people with 2 monitors?  That's a super common use-case @ViewSonic software engineering team.<br /><br />Not to mention the ELITE display controller application really does stuff that you can already do on the OSD options, it just makes it go faster than having to use the monitor toggle button.  So not very impressed by their software.  At best, it makes controlling the RGB settings a lot easier and faster and is probably required to do anything fancy with the RGB settings.<br /><br />After about 2 weeks of troubleshooting from the customer support team and no solution to my problem, they are now sending me a new monitor.  I had to do a $370.00 credit card authorization for ViewSonic to send me the monitor in ""good faith"" that I return the defective one I have; once they have received the defective monitor they will release the $370.00 authorization.  The initial link they sent me to do the credit card authorization didn't work, and I again had to contact them to get it fixed.  It's been a couple of days since I completed the credit card authorization and I'm still waiting on a tracking number to show that ViewSonic has sent me the new monitor...<br /><br />Altogether - the monitor (the one without issues) works great, looks great, and indeed delivers a 165Hz bright, crisp display.  I would rate this 5-stars if the second monitor didn't have issues, and their ELITE display controller software were not garbage (which you really need to control the RGB effects as controlling from the OSB would be very difficult for custom settings).  I might also give this 5-stars if the customer service gave quicker replies/service.<br /><br />In my mind, they could definitely move a bit quicker on their customer service end.",4
5425,"The only real complaint I have is that the only usb c cable that will connect it to my laptop is the one that came with it (which is too short for my normal setup). In the back of my head I fear what I’ll have to go through if I ever need a replacement, but other than that I’m really enjoying the monitor.",4
5426,"very light, good quality for the price. great value.",4
5427,"Awesome monitor.  I'm using the 24&#34; with a late 2013 15&#34; retina MacBook pro with the included mini DisplayPort to DisplayPort adaptor.  The Dell is bright, crisp, and sharp with uniform colors and no backlight bleed.  The stand is sturdy, and the USB3 ports on the monitor are great.  The monitor does get a little warmer than I expected when on, but nothing to worry about.",5
5428,I would recommend it to my friends,5
5429,I needed a second monitor for when I work from home. Exactly what I needed!,5
5430,Really easy to use and very crisp picture quality! Was able to hook up the Nintendo switch and my laptop.,5
5431,"I've replaced my older 20"" ultrabright monitor with this new 25"" ultrabright monitor.  Man let me tell you first hand, the difference is day & night!!  This monitor has more features than the older ultrabright monitor, hands down, no comparison!!",5
5432,"Nice for gaming. I like it. Good deal.<br /><br />I don't like the stand, wall mount is the best option in my opinion.",4
5433,I bought this monitor for gaming and I was very disappointed when I tried using the super fast response time. When I selected this mode I saw extreme ghosting/white trails. I had to slow the response time down for it to go away. I would look else where if you are looking for a gaming monitor. This monitor will not achieve 1ms response time without extreme ghosting.,2
5434,Unpacking and setting up. Just posting photos of the unboxing. Will return with a full review later! 👍,5
5435,I really like it.  I'm able to do split screen and multi screen.  The graphics are crisp and clear.  And it was easy to set up.,5
5436,"Arzopa’s 15.6” Portable Monitor is absolutely perfect for work at home, on the go, or even bringing it into the office and working away from my desk when needed. The product quality, screen size, and screen resolution are all top-notch. This gives me the additional screen space I need and increases my productivity and ability to multitask. When I am done, I can simply fold it up and safely store it in my backpack with my laptop. I couldn’t be happier",5
5437,if you're watching a dark movie it just like doesnt show black. where it should show black it looks lit up i hate it,2
5438,"I use this display for second display of laptop during work.<br /><br />Pros:<br />- Enough display resolution.<br />- Good Price.<br />- USB-C power delivery and output by 1 cable.<br />- Case included and it can stand display.<br />- Enough sound quality (for me).<br /><br />Cons:<br />- Default brightness setting is 1 (darkest). If default brightness can be set by user, it will be better.<br />- When I stand the display by attached case, there are some dead space in front of and back side of display. So, I need large desk space to use this. If this case can stand display by folding the case like a tablet case (e.g. Fire HD case), it will be better.<br /><br />Finally, this is great mobile display for me.",5
5439,Pos only hear one speaker and there's a red line that's in middle of screen was this a used item?,1
5440,"The monitor is great and performs as advertised but I had to go through three of these things to get on that worked perfectly. The first one came dead on arrival, the second one had vertical blue and red lines on the right side of the screen. The third one is on my desk now as I write this review in late Jan 2020 but I first ordered this display before Christmas 2019.<br /><br />The monitor itself gorgeous and looks amazing playing with anything I've thrown at it. I haven't noticed and light bleed around the edges or dead pixels or any problems with quality of picture. Initially I noticed terrible screen tearing when playing Control and Resident Evil 2 at max setting but this is because the monitor comes set at 60hz refresh rate out of the box. Once I changed the refresh to 120hz games have been running smoothly and screen tear is a thing of the past. I would absolutely recommend this monitor. I ordered from Amazon and their return process was simple and easy.",5
