id,asin,parent_asin,product,price,average_rating,rating_number,title,rating,helpful_vote,verified_purchase,word_count,first_person_pronoun_count,third_person_pronoun_count,verb_count,adjective_count,superlative_count,readability_ari,extremity
3894,B00NZTKOQI,B07ZFKHTZB,"Dell Computer Ultrasharp U2415 24.0-Inch FHD 1080p Screen LED Monitor, Black",499.0,4.6,2355,"Good quality, 1920x1200, and a decent price. Highly recommended!",5,2.0,True,52,3,3,13,5,0,4.460641025641024,1
3895,B00C6CMZVC,B00C6CMZVC,"Dell MSA14 Single Arm Monitor Stand (MH1HV), Black",119.0,4.1,177,A great device to give full flexibility of viewing and sharing,4,0.0,True,41,2,0,9,4,0,9.957560975609756,0
3896,B01E18XRY2,B01E18XRY2,"Philips Computer Monitors BDM4350UC 43"" LED monitor, 4K UHD IPS, MultiView PIP/PBP, USB 3.0 hub, Speaker, VESA, 4Yr Advance Replacement Warranty, Black",,4.0,181,2 years and I still prefer it over the Dell version,5,0.0,False,58,2,3,11,3,0,6.751839080459767,1
3897,B008AETT6Y,B008AETT6Y,HP Business LV2311 23 Widescreen LED Monitor 16:9 5ms 1920x1080 1000:1 DVI/VGA Black,130.0,5.0,4,Big Monitor,5,2.0,True,51,7,1,9,4,0,2.3988235294117644,1
3898,B07CVL2D2S,B0C2WWCBSG,"Acer SB242Y EBI 23.8"" Full HD (1920 x 1080) IPS Zero-Frame Gaming Office Monitor | AMD FreeSync Technology | Ultra-Thin Stylish Design | 100Hz | 1ms (VRB) | Low Blue Light | Tilt | HDMI & VGA Ports",99.99,4.6,40868,Solid good price,5,0.0,True,3,0,0,1,0,0,3.620000000000001,1
3899,B007BZ1092,B007BZ1092,"ViewSonic VA2703-LED 27-Inch LED-Lit LCD Monitor, Full HD 1080p, 3.4ms, DVI/VGA, VESA,Black",,3.9,133,Nice Monitor for cheap,4,5.0,True,47,2,4,12,4,1,3.9405673758865234,0
3900,B0773ZY26F,B0B2JYYR6C,"Sceptre E249W-19203R 24-inch FHD LED Gaming Monitor 2X HDMI VGA 75Hz Build-in Speakers, Machine Black & 24"" Professional Thin 75Hz 1080p LED Monitor 2X HDMI VGA Build-in Speakers, Machine Black",209.79,4.6,26821,Five Stars,5,0.0,True,2,0,0,0,1,0,3.120000000000001,1
3901,B08BF4CZSV,B08BF4CZSV,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),149.99,4.7,24404,Good image and sound,5,0.0,True,4,0,0,0,1,0,0.5874999999999986,1
3902,B009H0XQPU,B019G58J2A,Dell S2240M 21.5-Inch Screen LED-lit Monitor,,4.6,715,Dell S2240M CFGKT-IPS-LED 21.5-Inch Screen LED-lit Monitor,5,0.0,True,21,3,0,5,1,0,0.6414285714285732,1
3903,B005SEZR0G,B005SEZR0G,AOC E1649FWU 16-Inch 1366 x 768 16 ms LED LCD Monitor,,4.0,1295,Connectivity & balance issues - CANNOT USE CURRENTLY - very unhappy,2,0.0,False,271,17,9,54,14,1,8.701666666666668,0
3904,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,Great inexpensive monitor,5,0.0,True,55,4,2,11,5,0,3.5999090909090903,1
3905,B00G5AEZOQ,B00G5AEZOQ,Acer G6 G276HL Gbd 27-Inch Full HD Widescreen LCD Monitor (1920 x 1080) (VGA & DVI Ports),,4.4,954,Five Stars,5,0.0,True,5,0,0,0,1,0,0.8520000000000003,1
3906,B00GI2UR6Q,B00GI2UR6Q,"AOC e970swn 18.5-Inch LED-Lit Monitor, 1366 x768 Resolution, 5ms, 20M:1 DCR, VGA, VESA",,4.1,370,good quality small screen,5,0.0,True,8,0,0,0,2,0,4.353750000000002,1
3907,B09YJ4QZR3,B08623SZH9,"SAMSUNG CH890 Series 34-Inch Ultrawide QHD (3440x1440) Computer Monitor, 100Hz, Curved, HDMI, USB-C, Height Adjustable Stand, 3 Yr WRNTY (LC34H890WGNXGO)",508.99,4.5,754,As advertised… but.,4,9.0,True,272,14,11,69,12,0,8.131281108597285,0
3908,B077SRKKHQ,B0B2K6JSBR,"Sceptre E275W-19203R 27 inch1080P LED Monitor 99% sRGB 2X HDMI VGA Build-In Speakers, Machine Black (E275W-19203R series)",129.97,4.5,7562,Bad display,4,0.0,True,3,0,0,0,1,0,5.190000000000001,0
3909,B09BB5T7FV,B09BB5T7FV,"KYY Portable Monitor 15.6'' 1080P FHD USB-C Laptop Monitors w/Smart Cover & Dual Speaker, HDMI Computer Display IPS HDR External Gaming Monitor for PC Phone Mac Xbox PS4 Switch[Upgraded]",169.99,4.5,1108,Mediocre screen,3,0.0,True,95,1,5,19,5,0,5.52498245614035,0
3910,B00FE8MKTM,B00FE8MKTM,Dell E2414Hr 24-Inch LED-Lit Monitor (Discontinued by Manufacturer),,4.4,973,Good monitor!,5,0.0,True,11,1,2,2,2,0,-3.693636363636365,1
3911,B0BNWWF32B,B0CCP38BHD,"ForHelp 2k Portable Monitor 16inch 2560X1600 USB C Laptop Monitor HDMI Computer Display HDR IPS Gaming Screen w/Smart Cover & Dual Speakers, Travel Monitor for PC Mac Phone Xbox PS5 Switch Laptop",187.83,4.7,1626,I am seriously impressed with this monitor.,5,1.0,True,137,7,0,24,7,1,4.1224817518248145,1
3912,B09JHRQMLK,B09JHRQMLK,"Sceptre 24-inch Gaming Monitor 1080p up to 165Hz DisplayPort HDMI AMD FreeSync 2ms, Machine Black 2022 (E248B-FWS168)",,4.5,234,Shipped with dead pixel,2,0.0,True,7,0,0,0,2,0,1.5828571428571436,0
3913,B088YN9LBK,B0BMQ9MCWH,"LG 27QN600-B 27” QHD (2560 x 1440) IPS Display with FreeSync, sRGB 99% Color Gamut, HDR10 with a 3-Side Virtually Borderless Design, Black",246.99,4.6,4285,Great size & color for the the price,4,0.0,True,64,7,2,12,7,0,3.9208333333333307,0
3914,B072XCZSSW,B0C2CR23T1,"BenQ GW2480 Computer Monitor 24"" FHD 1920x1080p | IPS | Eye-Care Tech | Low Blue Light | Anti-Glare | Adaptive Brightness | Tilt Screen | Built-In Speakers | DisplayPort | HDMI | VGA,Black",129.99,4.7,17212,Best budget monitor EVER!!!!!!!,5,0.0,True,54,3,2,12,5,0,11.346111111111114,1
3915,B081V1KPSD,B0BGBH4RGT,BenQ EW2780U 27 inch 4K Monitor | IPS Multimedia with HDMI connectivity | HDR | Eye-Care Sensor | Integrated Speakers and Custom Audio Modes | USB C Connectivity and Charging,,4.3,198,Not bad but not awesome,3,1.0,True,11,1,1,4,1,0,7.191818181818181,0
3916,B07XV1519W,B0B9HZZB6X,"ASUS VG278QR 27” Gaming Monitor 165Hz Full HD (1920 x 1080) 0.5ms G-SYNC Eye Care DisplayPort HDMI DVI, Black",229.0,4.7,6690,"A Good Monitor, but can see the horizontal pixel lines...",4,0.0,False,56,4,1,11,5,0,8.42547619047619,0
3917,B0012TTWVQ,B0012TTWVQ,Samsung SyncMaster 943BX 19-inch LCD Monitor,,3.0,10,Incompetent Adjustment Control Design,3,9.0,False,241,3,13,51,10,2,12.127851544490547,0
3918,B00FYKX0DA,B00FYKX0DA,BenQ MHL Cloud Connected Monitor EW2740L 27-Inch Screen LED-lit Monitor,,3.8,156,it was a great product. Mine,2,0.0,False,38,2,1,8,2,0,6.374210526315789,0
3919,B07MTMCNLX,B08JL29CWX,"Sceptre 24-Inch FHD 1080p Curved 165Hz Gaming LED Monitor Edge-Less AMD FreeSync DisplayPort HDMI, Black (C248B-144RN)",,4.7,8532,It could be better...,4,0.0,True,70,6,3,20,6,0,2.9970000000000034,0
3920,B08JLWNX22,B08JLWNX22,"WIMAXIT 14"" Portable Touch Monitor 1920x1080p Full HD Vesa Mount 98% sRGB Compatible with Laptop/PC/Game Console via HDMI/USB-C/3.5mm Audio Includes Cover Stand",169.99,4.3,181,Does support HDR!,5,1.0,True,36,3,2,8,0,0,3.6625000000000014,1
3921,B0863NZF2R,B0863NZF2R,"Portable Monitor -Lepow Z1-Gamut 15.6'' FHD Laptop Display [Improved Color Gamut] IPS 1080P Ultra-Slim Type-C & HDMI Second Screen, Dual Speakers, Ideal for Laptops PCs Phones Switch PS4/3 Xbox",,4.3,2292,Gets the work done!,4,0.0,True,67,3,4,8,6,0,5.574104477611943,0
3922,B0043T34RK,B0043T34RK,"ASUS VE278Q 27"" Full HD 1920x1080 2ms DisplayPort HDMI DVI VGA Monitor , Black",,4.5,1018,Hard on the eyes,2,1.0,True,124,12,7,28,8,1,4.818145161290321,0
3923,B07743412C,B0B2K24RQT,"Sceptre 20"" 1600 x 900 75Hz LED Monitor 2x HDMI VGA Built-in Speakers, sRGB 99% Machine Black (E209W-16003RT series)",69.98,4.5,27222,Great monitor,5,0.0,True,77,2,3,15,11,1,35.35948051948052,1
3924,B07JXCR263,B0C627132X,"PHILIPS 276E8VJSB 27"" Monitor, 4K UHD IPS, 1 Billion+ Colors, Ultranarrow Borders, Lowblue, Multiview, 4Yr Advance Replacement Warranty",269.99,4.4,4578,Very Happy,5,0.0,True,6,0,0,0,0,0,-0.375,1
3925,B01BV1X9DG,B07529K5HF,"LG 32MP58HQ-P 32-Inch IPS Monitor with Screen Split, Black",,4.6,1380,Text clarity disappointing,2,0.0,True,27,2,1,5,5,0,0.9594444444444434,0
3926,B00W95RR32,B00W95RR32,"LG 24M47VQ 24-Inch FHD 1080p LED-lit Monitor, Black",139.9,4.7,5648,Great quality,5,0.0,True,5,1,1,2,0,0,-2.9160000000000004,1
3927,B009HNEBLK,B00HV9V17Y,"ASUS VS278Q-P 27"" Full HD 1920x1080 1ms DisplayPort HDMI VGA Monitor",159.0,4.5,1165,Great,5,0.0,True,24,1,2,8,3,0,1.4100000000000001,1
3928,B00DZT96C6,B00DZT96C6,Acer G206HQL bd 19.5-Inch LED Computer Monitor Back-Lit Widescreen Display,,4.4,956,Five Stars,5,0.0,True,5,1,0,2,0,0,6.504000000000001,1
3929,B01CX26WCW,B01CX26WCW,SAMSUNG S22F350FH 21.5-Inch FHD Monitor,,4.3,1279,It was sooo easy to install.,5,0.0,True,7,0,0,0,2,0,8.66952380952381,1
3930,B00BJFMK1W,B00BJFMK1W,"Crossover 27Q LED 27"" 27inch LED Monitor S-IPS, QHD 2560 x1440 High Resolution, 16:9, 1000 : 1, DVI (Dual link), Tilt, Vesa mount",,3.1,11,Look amazing,5,0.0,False,25,1,0,7,4,0,3.7378000000000036,1
3931,B07743412C,B0B2K24RQT,"Sceptre 20"" 1600 x 900 75Hz LED Monitor 2x HDMI VGA Built-in Speakers, sRGB 99% Machine Black (E209W-16003RT series)",69.98,4.5,27222,Absolutely terrible. BEWARE.,1,0.0,True,38,1,2,8,2,1,1.3203508771929826,1
3932,B08D3Y5PFZ,B0BZ81WVFQ,"AOC C24G1A 24"" Curved Frameless Gaming Monitor, FHD 1920x1080, 1500R, VA, 1ms MPRT, 165Hz (144Hz supported), FreeSync Premium, Height adjustable Black",159.92,4.7,25604,Broken,1,1.0,True,26,4,2,6,1,0,7.692692307692308,1
3933,B0813MP9JZ,B0813MP9JZ,Dell S3220DGF 32-Inch 2K QHD FreeSync Curved LED Gaming Monitor with HDR,,4.6,329,Perfect for counsel gamers,5,2.0,False,22,3,1,6,2,0,1.197272727272729,1
3934,B00ITORITU,B00ITORITU,BenQ XL2411Z 144Hz 1ms 24 inch Gaming Monitor NVIDIA 3D Vision Supported seamless FPS RTS MOBA Game eSport (Discontinued by Manufacturer),,4.0,375,NOOICE,5,3.0,True,190,9,3,37,18,0,4.906047846889955,1
3935,B0098Y77OG,B0098Y77OG,"Acer G246HL Abd 24-Inch FHD 1080p Screen LED-Lit Monitor, Black",,4.5,1668,Great monitor for when I'm working at home,5,0.0,True,117,11,5,24,15,1,2.8230769230769255,1
3936,B072M34RQC,B072M34RQC,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait & Landscape, Tilt, and HDMI & VGA Ports (1KL30AA) - Black",191.53,4.7,25762,Three Stars,3,0.0,True,18,0,0,3,3,0,2.4333333333333336,0
3937,B07TDDSJ93,B083BDGHF3,Duex New Origami Kickstand Series Portable Laptop Monitor,34.99,4.1,2627,Worth the money if you will use it often,5,0.0,False,62,4,2,13,5,0,7.515430107526882,1
3938,B00N2L5CXO,B07N6Y8ZD8,"Dell S-Series 27-Inch Screen LED-Lit Gaming Monitor (S2719DGF); QHD (2560 x 1440) up to 155 Hz; 16:9; 1ms Response time; HDMI 2.0; DP 1.2; USB; FreeSync; Height Adjust, Tilt, Swivel & Pivot",385.01,4.6,3791,Awesome for gaming.,5,1.0,True,84,1,4,14,5,1,3.456785714285715,1
3939,B01F6V704G,B0BB4F88KR,"HP 27-inch FHD Monitor with AMD FreeSync Technology (2021 Model, M27fw)",189.0,4.6,2526,Five Stars,5,0.0,True,2,0,0,1,1,0,3.120000000000001,1
3940,B074JLD4HZ,B0B9HW61MV,"ASUS TUF Gaming 27” 1080P Monitor (VG279Q1R) - Full HD, IPS, 144Hz, 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI, Tilt Adjustable",179.0,4.6,4814,Great product!,5,0.0,True,1,0,0,0,1,0,12.04,1
3941,B009H0XQQY,B009H0XQQY,Dell U2713HM 27-Inch Screen LED-lit Monitor (Discontinued by Manufacturer),150.0,4.2,496,This monitor is a very nice implementation of the feature set I was looking for,4,0.0,True,72,3,2,18,4,0,6.245416666666667,0
3942,B07RGPCQG1,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,"Great, til screen went black",2,1.0,True,20,0,2,3,3,0,4.040333333333333,0
3943,B06X3VV8T4,B06X3VV8T4,"Sceptre 20"" 1600x900 75Hz LED HD Monitor HDMI VGA Build-in Speakers, Metal Black 2019 (E205W-16008A)",,4.4,256,Not 20inches,3,,True,12,0,1,2,0,0,2.232499999999998,0
3944,B08QFLJJ3D,B08QFLJJ3D,Vissles Portable Monitor 15.6 Inch 1080P Full HD Computer Display USB C Eye Care IPS Screen with Dual Type-C HDMI Speakers Brightness Memorize Portable Gaming Monitors for Laptop PC Mac Phone Xbox 1,,4.6,89,Fashion and Shiny,5,,True,20,0,0,3,3,0,6.177999999999997,1
3945,B00AV4NXFY,B00AV4NXFY,"ViewSonic VA2037A-LED 20-Inch LED-Lit LCD Monitor, 16:9, 5ms, Anti-Glare",,4.4,474,Four Stars,4,0.0,True,3,0,1,1,1,0,-7.369999999999999,0
3946,B00C8T5KOW,B00C8T5KOW,"AOC e2050Swd 20-Inch Class Screen LED-Lit Computer Monitor, 1600 x 900 Resolution, 5ms, 20M:1DCR, VGA/DVI, VESA",,4.3,890,Great picture,5,0.0,True,14,1,0,1,3,0,4.07357142857143,1
3947,B099JPSLZM,B0BV6T8J1T,"FOOWIN Portable Monitor, 15.6inch 1080P Portable Gaming Monitor FHD Travel Monitor for Laptop IPS 178° Screen Eye Care Display with HDMI USB Type-C Dual Speaker for Laptop PC Phone PS4 Xbox Switch",129.99,4.4,1125,Great portable second monitor,5,0.0,True,54,4,1,8,4,0,9.68888888888889,1
3948,B007ILEHNU,B007ILEHNU,Samsung B350 Series T24B350ND 24-Inch Screen LED-Lit Monitor,,3.6,88,"Good Pic, QAM tuner, but low volume",4,0.0,True,29,1,2,5,4,0,2.496724137931036,0
3949,B07X5MWMDG,B0BRP9QWRR,"Acer Predator XB323U GPbmiiphzx 32"" WQHD (2560 x 1440) IPS NVIDIA G-SYNC Compatible Monitor, VESA Certified DisplayHDR600, Up to 0.5ms, 170Hz, (1 Display Port, 2 HDMI and 4 USB 3.0), Black",629.0,4.4,1532,Bad QC,1,1.0,True,130,3,7,30,7,0,6.803076923076926,1
3950,B01LCULWOE,B01LCULWOE,Eyoyo 10 Inch IPS LCD HDMI Monitor 1920x1200 Full HD Monitor with HDMI/BNC/VGA/USB Input and Speaker for FPV Video Display DVD PC Laptop,139.98,4.2,197,Five Stars,5,0.0,True,8,0,0,3,1,0,5.53125,1
3951,B083ZFG1PF,B083ZFG1PF,"UPERFECT 4K Portable Monitor Touchscreen, S Gravity Sensor Automatic Rotate 15.6'' Slimmest 100% Adobe RGB 10-Point Touch UHD 2 USB C Monitor Bracket Integrated & Frameless Bezel Glass Laptop Display",599.99,4.4,621,One of a kind product; Exactly as described;,5,1.0,False,293,13,7,44,20,0,8.623424345847553,1
3952,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,Loved it... until it stopped working.,2,0.0,True,24,1,1,6,3,0,8.42875,0
3953,B003FMUL7M,B003FMUL7M,HP S2031 20-Inch Diagonal LCD Monitor - Black,75.0,4.3,148,Long life,4,0.0,False,103,3,6,17,13,0,10.636601941747578,0
3954,B01F6V6TES,B01F6V6TES,HP 23er 23-Inch Full HD 1080p IPS LED Monitor with Frameless Bezel and VGA & HDMI (T3M76AA),,4.7,734,Five Stars,5,0.0,True,3,0,0,1,1,0,6.759999999999998,1
3955,B08GYFQD6L,B0C1THWLST,Pixio PX259 Prime 25 inch Fast Rapid Nano IPS 1ms GTG Response Time 280Hz Extreme Refresh Rate FHD 1920 x 1080 AMD Radeon Freesync Premium Esports Ready LCD Gaming Monitor,249.99,4.6,3424,pixels,5,1.0,True,4,0,0,0,1,0,-1.7674999999999983,1
3956,B07FSWD1MY,B07FSWD1MY,"Viotek NB24CW 24-Inch LED Curved Monitor with Speakers, Bezel-Less Display, 75Hz 1080P Full-HD FreeSync VGA HDMI VESA - Xbox Ready (White)",,4.3,315,Curved monitor,5,0.0,True,22,0,1,3,2,0,-0.6360606060606031,1
3957,B08MWY9THF,B08MWY9THF,"Dell 34 Inch Ultrawide , WQHD (Wide Quad High Definition), Curved USB-C Monitor (P3421W), 3440 x 1440 at 60Hz, 3800R Curvature, 1.07 Billion Colors, Adjustable, Black",402.89,4.5,183,Great for the price monitor,4,0.0,True,35,0,0,5,5,1,5.350857142857144,0
3958,B08BCR1SJS,B0C68X69SK,"LG 34WN750-B Monitor 34"" 21:9 WQHD (3440 x 1440) IPS Display, AMD FreeSync, Dual Controller, OnScreen Control, 3-Side Borderless Design - Black",396.99,4.5,493,Fantastic for Productivity,5,3.0,True,37,4,1,5,4,1,6.886396396396396,1
3959,B07VF8ZN5N,B07VF8ZN5N,"HP P204 19.5"" HD+ Monitor Black - 1600 x 900 HD+ Display - 60 Hz Refresh Rate - in-Plane Switching Technology - 5Ms Response Time - 1 VGA & HDMI Port - 1 DisplayPort 1.2",110.0,4.6,600,made my work at home easier,5,0.0,True,5,0,0,0,2,0,3.6779999999999973,1
3960,B0149QBOF0,B0149QBOF0,"Dell Gaming S2716DGR 27.0"" QHD Wide 1440p Screen LED-Lit Monitor with G-SYNC",593.99,4.2,1188,pretty insane.,1,0.0,True,75,1,1,17,4,0,2.7330000000000005,1
3961,B083XKS6NB,B0BWD66VQS,"cocopar Portable Monitor - Upgraded 17.3 Inch 1080P FHD IPS HDR 100% sRGB FreeSync USB-C Gaming Monitor with Type-C Mini HDMI for Xbox PS4 Nintendo Switch Laptop PC Mac Surface, VESA mountable…",319.99,4.7,702,AMAZING HDR Monitor,5,0.0,True,143,12,2,29,13,0,4.194545454545455,1
3962,B00N2L5CXO,B07N6Y8ZD8,"Dell S-Series 27-Inch Screen LED-Lit Gaming Monitor (S2719DGF); QHD (2560 x 1440) up to 155 Hz; 16:9; 1ms Response time; HDMI 2.0; DP 1.2; USB; FreeSync; Height Adjust, Tilt, Swivel & Pivot",385.01,4.6,3791,Dead pixels right outside of warranty,1,0.0,True,63,3,4,13,4,0,13.459047619047617,1
3963,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,Picture quality great,5,0.0,True,11,0,0,3,0,0,0.16000000000000014,1
3964,B08R63Y8RZ,B09GLCSV75,Pixio PXC243 S 24 inch 1500R Curve VA Panel 165Hz Refresh Rate FHD 1920 x 1080 Resolution 1ms MPRT Response Time HDR Adaptive Sync Esports Curved Gaming Monitor,149.99,4.5,3156,Cheap External Power adapter,3,0.0,True,35,0,2,5,5,0,5.956714285714284,0
3965,B002R0JJYE,B002R0JJYE,ViewSonic VA2323wm 23-Inch 16:9 1080p Digital LCD Monitor,,3.9,50,ViewSonic VA2323wm 23-Inch 16:9 1080p Digital LCD,5,0.0,True,23,2,0,4,2,0,2.4720289855072437,1
3966,B07ZLY26FW,B09LCXK4JY,cocopar Portable Monitor – 2022 Upgraded 17.3 Inch IPS HDR 72% sRGB FreeSync USB-C 1080P FHD Eye Care Portable Screen with Type C HDMI Speakers Kickstand for Laptop PC Mac Surface Phone PS5 PS4 Xbox,299.99,4.8,179,Amazing product that has many uses!,5,0.0,True,38,0,0,5,6,0,7.1178947368421035,1
3967,B00D601UC8,B00D601UC8,ViewSonic VA2446M-LED 24 Inch Full HD 1080p LED Monitor with DVI and VGA Inputs,125.99,4.5,644,Five Stars,5,0.0,True,8,0,0,1,1,0,3.1762499999999996,1
3968,B016GNX4SE,B016GNX4SE,Acer Predator 34-inch Curved UltraWide QHD (3440 x 1440) NVIDIA G-Sync Widescreen Display (X34 bmiphz),,4.0,479,Everything that I hoped for,5,0.0,False,176,5,1,34,14,1,5.624344405594407,1
3969,B0966ZFKJK,B0966ZFKJK,"ASUS ROG Strix 34” Gaming Monitor (XG349C) - UWQHD (3440 x 1440), 180Hz, 1ms, Extreme Low Motion Blur Sync, 135% sRGB, G-Sync Compatible, DisplayHDR 400, Eye Care, USB-C, DisplayPort, HDMI, Black",572.72,4.4,165,Not good for Mac Studio,3,0.0,True,47,3,2,7,1,0,1.2807446808510647,0
3970,B00S8W8QMG,B07V6MGX7P,"Sceptre E205W-1600 20"" 75Hz Ultra Thin LED Monitor HDMI VGA Build-in Speakers, Metallic Black (2018 version)",69.97,4.4,4201,Misleading pictures,1,2.0,True,28,0,0,5,1,0,11.410000000000004,1
3971,B06XYRWB8J,B09VXPXXDC,ViewSonic VA2459-SMH 24 Inch IPS 1080p LED Monitor with HDMI and VGA Inputs,119.99,4.6,2601,ViewSonic VA2459,5,0.0,True,6,0,1,2,1,0,-1.0899999999999999,1
3972,B06X9C6XFK,B0BXXS51NG,"AOC I1601FWUX 15.6"" USB-C powered portable monitor, extremely slim, Full HD 1920x1080 IPS, SmartCover, AutoPivot (for devices w/ USB-C DP Alt Mode only)",129.99,4.3,8884,Nice second display for a laptop.,5,1.0,True,50,1,2,10,6,0,6.967933333333335,1
3973,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,Excellent Customer Service,5,0.0,True,40,5,2,7,0,0,13.061999999999998,1
3974,B07PCNXJ2S,B07PCNXJ2S,"LG UltraFine 5K IPS LED Monitor for MacBook Pro, Black, 27"" (Renewed)",,3.7,85,"Great monitor, but too reflective.",5,0.0,False,98,2,1,16,12,0,6.874319727891155,1
3975,B079H5Z4S8,B079H5Z4S8,"LG 32UD60-B 4K Monitor 32"" UHD (3840 x 2160) LED Display, DCI-P3 95% Color Gamut, HDCP 2.2 Campatible, AMD FreeSync, On Screen Control, Height Adjustable Stand - Black",,4.5,700,Vertical Blue Line,1,3.0,True,34,1,0,7,4,0,6.8797058823529404,1
3976,B0787WGCXT,B0C2TZSCPT,"ViewSonic 32 Inch 1080p Widescreen IPS Monitor with Ultra-Thin Bezels, Screen Split Capability HDMI and DisplayPort (VX3276-MHD)",199.99,4.6,9196,A great ViewSonic monitor,5,1.0,True,345,17,2,59,27,0,9.345493606138106,1
3977,B007TLABSY,B007TLABSY,iViEW Computer/Laptop Monitor Rear View Mirror,,4.4,539,Four Stars,4,0.0,True,10,0,0,2,2,0,1.939,0
3978,B0199W9UMS,B0199W9UMS,HP Pavilion 27xw 27-Inch Full HD 1080p IPS LED Monitor with VGA and HDMI Ports (V0N26AA#ABA) - White & Silver,,4.7,2320,"Attractive Monitor, Great Picture",5,0.0,True,13,0,0,2,4,0,7.543846153846157,1
3979,B097NXN7RF,B0BMQH6PL4,"LG 27MP400-B 27” Full HD (1920 x 1080) IPS Display with 3-Side Virtually Borderless Design, AMD FreeSync and OnScreen Control – Black",146.99,4.6,1094,I love it!!!!,5,0.0,True,27,3,2,4,3,0,-0.5877777777777808,1
3980,B08BF4CZSV,B08BF4CZSV,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),149.99,4.7,24404,Would not recommend.,2,0.0,True,95,6,6,17,7,0,7.500157894736841,0
3981,B07H9XP92N,B0C2CQ1NYZ,"BenQ PD3200Q Color Accurate Design Monitor 32"" QHD 1440p | 100% Rec.709 & sRGB | Delta E≤3 | Calibration Report | Pantone | AQCOLOR | HotKey Puck | Ergonomic | Speakers | DisplayPort | HDMI",,4.5,2490,See other monitors,2,0.0,True,5,0,0,2,0,0,3.6779999999999973,0
3982,B08FF3HDW5,B09JSJNMNT,"SAMSUNG 32"" Odyssey G55A QHD 165Hz 1ms FreeSync Curved Gaming Monitor with HDR 10, Futuristic Design for Any Desktop (LS32AG550ENXZA)",429.99,4.5,8137,"Careful, it can sense fear",5,0.0,True,57,6,1,11,9,0,2.4489473684210523,1
3983,B0B3PWP1YS,B0BDWMDM8X,"Acer Nitro ED323QU Pbmiippx 31.5"" WQHD 2560 x 1440 VA 1500R Curved Gaming Monitor | AMD FreeSync Premium | Up to 165Hz | 1ms (VRB) | DisplayHDR400 | DCI-P3 92% | 2 x Display Port 1.2 & 2 x HDMI 2.0",239.39,4.6,2506,Amazing,5,,True,22,3,1,5,3,0,2.2677272727272744,1
3984,B07GF4S4B8,B07GF4S4B8,"AOC 22V2H 22"" Full HD 1920x1080 Ultra-Slim Monitor, Frameless IPS, 5ms, 75Hz, Freesync, Flickerfree, HDMI/VGA",,4.5,1568,Amazing budget monitor!,5,0.0,True,46,4,5,12,0,0,9.319565217391304,1
3985,B079K3MXWF,B09SJ9192T,"SAMSUNG 23.5” CF396 Curved Computer Monitor, AMD FreeSync for Advanced Gaming, 4ms Response Time, Wide Viewing Angle, Ultra Slim Design, LC24F396FHNXZA, Black",158.0,4.7,24081,Good screen for work,5,0.0,True,7,0,0,2,1,0,-0.43571428571428683,1
3986,B01CX26WIG,B09SJ9192T,"SAMSUNG 23.5” CF396 Curved Computer Monitor, AMD FreeSync for Advanced Gaming, 4ms Response Time, Wide Viewing Angle, Ultra Slim Design, LC24F396FHNXZA, Black",158.0,4.7,24081,Great for gaming,4,0.0,True,62,2,5,14,7,0,5.843709677419355,0
3987,B0009VT9R0,B0009VT9R0,"Samsung SyncMaster 204T 20"" LCD Monitor- Black",,3.5,11,Excellent Monitor,5,21.0,False,165,8,7,37,15,1,6.288,1
